text,label
yeah i've seen eggs milk amp lysol wipes sold grocery store due folks gone nuts amp need calm black plague,POSITIVE
anyone cardiff southwales food delivery affected coronavirus cancelled website stock items come rest reply dm email,NEGATIVE
"always damage limitation,the self serving newly elected government dragging heels lower share prices.letâ’s hope common decency prevails help others deal pandemic....suddenly nobody remembers brexit?..inthistog",POSITIVE
would take family pay movie ticket prices watch home avoid happy pay â’s,POSITIVE
lots people home work panic-buying food/supplies stores crazy right wonder much transmission happening crowded grocery/big-box stores,NEGATIVE
weâ’re clear gas prices arenâ’t related definitely related global economic crash,POSITIVE
may naive food hoarding selling stock really helping situation coronaviruspandemic,POSITIVE
mom called told go stock food medicine essentials live major city likely hit hardest i'm getting little worried,NEGATIVE
forget panicatthedisco itâ’s insanity grocery store coronaviruspandemic,NEGATIVE
else woke today thinking coronavirus time panic stock food goods,NEGATIVE
wondering thereâ’ll anything supermarket shelves time money worried getting enough food cats since get paid monthly suspect ppl think weâ’re hoarding fun panicbuying coronaviruspandemic sigh,NEGATIVE
shitty opinion writers one actually said coronavirus epidemic wonâ’t bad us wide supermarket aisles apparently donâ’t big cities suburbs,NEGATIVE
pride make sure clients satisfied ensuring best services instilling establishing unmatched reputation variety quality affordable reach us,POSITIVE
life time corona two people london supermarket spotted arguing last packet pasta pasta brands still shelf wanted particular one coronaviruspandemic coronavirusupdate coronavirus,NEGATIVE
usda pilot program states food stamp recipients use online grocery shopping amp delivery vulnerable elderly amp handicapped people wouldnâ’t risk covid exposure implemented nationwide,NEGATIVE
know every post-apocalyptic novel flashback narrator realizes poo hit fan rush stock food everyone else idea there's much left buy ladies gentlemen trader joe's coronavirus,NEGATIVE
coronavirus stuck inside house online shopping looking rothys comfortable shoes ever use discount code get first pair rothysdiscount rothyscode rothyscoupon rothy rothycode onlineshopping,POSITIVE
remember everyone afford stock pile months food toilet paper sensitive live pay-check pay-check,NEGATIVE
stopped grocery store half expected see rick grimes riding horse aisle,NEGATIVE
lung disease take immunosuppressants crohns catch i'm screwed tbh person made comment towards supermarket quite rightly wore mask jog quite frankly,NEGATIVE
avoid gatherings people...so shouldnâ’t go grocery store nyc comedy lnsm comedycell tamronhallshow warmupcomedian,NEGATIVE
happen step-by-step instructions creating web account ordering groceries online live community older folks think online shopping would immensely helpful lot never done th,POSITIVE
checked surgical mask surgical masks see bulk prices higher usual still considered cheap fact pay per mask even coronaviruspandemic,NEGATIVE
well rice new worrying us far limited tissue papers hand sanitizers hope wonâ’t come food panic coronavirus,POSITIVE
grocery store owners right coronaoutbreak,POSITIVE
wiped supermarket pasta amp toilet rolls staff targeted much needed items foodbank february's supplies last week weighing impressive,POSITIVE
suggestion realise panic buying goods creates shortages amp deprives really need amends giving selling cost food bought people neighbourhood affected/at risk can't shop,NEGATIVE
clip challenges road behaviour compares similar behaviour behaviour witnessed supermarkets today maybe ad might need calm shortage goods,POSITIVE
important public wash bottom like people across asia wonâ’t need panic buy loo roll refer exhibit food shelves toiletpaperapocalypse coronaviruspandemic,POSITIVE
toilet paper shelf right grocery store smh,NEGATIVE
everywhere going lockdown seems people stock piling food certainly due fear happen uk soon coronavirus,NEGATIVE
local grocery store nuts,NEGATIVE
italy lockdown officials us say may weeks behind lockdown could reality us us coronavirus contained note already sure stock enough food last couple weeks,POSITIVE
state institutions encouraged give services via email/phone possible people covid countries asked self-evaluate self-carantine use public transport use online shopping go places late evening mask people,POSITIVE
check elderly neighbours relatives wonâ’t able stand massive supermarket queues,POSITIVE
iâ’m actually worried note huge shout-out fellow retail employees donâ’t option work home clean store guests touched everything panic stock,POSITIVE
mean plan cover underinsured non insured amp frozen prices yet cover mass testing world countries already,POSITIVE
james moore close schools prevent coronavirus thousands children go hungry reason well borisjohnson give poverty help money grabbing tyrant rather lie cobra,POSITIVE
like girlfriend leah picking cans soup grocery store thought already lot home better leave someone small things help lot stay safe socialdistancing coronavirusupdate loveeachother,POSITIVE
someone walks past coughs supermarket laskmun,POSITIVE
people diagnosed positive infectious others long continue infectious long coronovirus live surfaces amp,POSITIVE
cut roll toilet paper pack grocery store rolled crowd shoppers amp yelled last one joke seen coronavirus wuhancoronavirus,NEGATIVE
panic buying supermarket today panickbuyinguk,NEGATIVE
stopped trader joe's stock shut kids school packed operating efficiently i'm buying food anyone give people handle food paid sick leave institutional change part,NEGATIVE
ny fed injecting billion short-term funding sounds calming monetary policy isnâ’t going work need investor/consumer mindsets change surrounding thatâ’s thing halts downtrend,POSITIVE
iâ’ve read posts saying stock food take money bank extremes scares,NEGATIVE
can't really blame panic buyers humans fear getting qurantine weeks running food,NEGATIVE
shoulda boycotted thre airline prices long time ago,NEGATIVE
almost every hour update people literally panic buying ubos ang alcohol sa hypermarket sa may centris sent home colds may nagbabantang lockdown sa mga ibang lugar there's lot going,NEGATIVE
airlines plane ticket prices dropping great ass making bookings coz die better die,NEGATIVE
help big businesses bailout newsflash government really wants stimulate economy consumer confidence wipe student loan debt offer mortgage payment assistance impacted shutdowns,POSITIVE
oh yeah sure gas prices gonna go down....but getting coronavirus much less concerning coviddon trumpcrash trumpisamoron trumpisanidiot,POSITIVE
"years ppl looked like freak using hand sanitizer trvling bus/metro,washing hands aftr reaching office set spices/turmeric food never taste continue panic,be",POSITIVE
omg corona virus let's go sit line together grocery store buy supplies touch cash registers shit clever,POSITIVE
looks like could start killing gig economy platforms likes uber loaded debt share prices taking government respond employing workers provide transport deliveries vulnerable,NEGATIVE
corona events people attending cancelled schools closing working supermarket getting contact shit ton people daily,NEGATIVE
story amp trip today grocery store wow helpful video run toiletpaper toiletpaperapocalypse toiletpaperemergency stay safe everyone coronaviruspandemic canceleverything maine,POSITIVE
pm addressing nation later panic though wipe supermarket,POSITIVE
quarantine stocked enough non-perishable food supplies last months maybe years remain isolation long takes see minutes supermarket wanted twix,NEGATIVE
coming back grocery store packed man coronavirus,POSITIVE
enjoy best shows sky tv netflix side side per month sky q one place easy,POSITIVE
got back grocery store amazingly well stocked hand sanitizer alcohol left doc ofc havenâ’t cases good bc test kits seems like one coronavirus coronavirusupdate outbreak epidemic pandemic health cdc,POSITIVE
hey bee smart avoid corona virus shopping online buy socks sockfetishsocks socks coronavirus beesafe shoplocal supportsmallbusiness buylocalboiseâ…,POSITIVE
could survive month without going store dry milk stock basic medications get sick donâ’t list start coronavirus food list,NEGATIVE
think stock food stay home work let's forget live form regularly without food health coverage suitable living conditions social distancing protect us ever need,POSITIVE
harm reduction emergency accommodation specialised medical care services working collectively stock pile food emergency medication supplies good time inevitable spike,NEGATIVE
sent mom get huge amount groceries says grocery store busy cleaning product shelves empty toilet paper shelves empty bought kleenex paper towels says frozen food area low stock calm everyone stay smart prepare,POSITIVE
please aware coronavirus confirmed goldcoast qld local amp immunecompromised please enlist medical hand washing consider social distancing amp stock meds amp food possible asap eds spoonie,POSITIVE
coronavirus declared pandemic disabled chronicillness immunecompromised panic please stay informed practice medical handwashing consider social distancing amp stock meds amp food,NEGATIVE
despite recommends reason stock two weeks food water itâ’s natural disaster water service continue amp water safe drink coronavirus water itâ’s facts hysteria panic themoreyouknow,POSITIVE
shopping groceries playing nintendo wii taking online part-time vlogger/full-time student norway attends recording daily life amid novel coronavirus epidemic photo/xinhua spotlightbeijing,POSITIVE
seeing many people supermarket today stocking much makes wonder much gonna wasted blows,NEGATIVE
tp section local grocery store food drink aisles perfectly normal fully stocked confused toiletpaperapocalypse,POSITIVE
pruell prices getting close escort menus pump coronavirusupdate coronaoutbreak coronavirus cor,POSITIVE
retail store cashiers take two precautions keep ready bottle hand sanitizer nearby people use pens handle keep screen wipes ready use every transaction buyer hand signs pandemic covid,POSITIVE
hopefully games played behind closed doors open clubs eyes important fans beautiful game amp turn lower ticket prices,POSITIVE
still allowed refer successfully spreading digital consumer products viral find new word asking friend coronavirus,POSITIVE
come toilet paper prices rising probably,POSITIVE
products destroy novel coronavirus consumer reports,NEGATIVE
time temporarily reintroduce bags home delivery would help minimise contact driver customer especially many vulnerable people shopping online onlineshopping coronavirus,POSITIVE
can't think situation requires rolls toilet roll includes st.patricks weekend drank nothing guinness days wanker stop stock piling stuff need reason prices ridulous,NEGATIVE
point sale software meets unique needs small medium sell hardwares affordable prices screen monitor desktop ksh printer ksh drawer ksh,POSITIVE
live heavily affected area cannot afford stock things lost work study/job due closings message venmo send buy food/supplies questions asked help first people,NEGATIVE
believe conspiracy supermarket owners get rid stock amount stores empty itâ’s unreal,NEGATIVE
online gaming internet shopping book sales booming self-imposing isolation published â‘coronavirus reading list joyful books dark lonely timesâ’,NEGATIVE
people telling us stock weeks worth food toilet paper medicine clearly donâ’t live coronaviruspandemic,POSITIVE
finally deciding need buy hand sanitizer realized searching pharmacies beirut none sold sanitizers â“contentâ” part unreliable two prices rediculously high irrational,POSITIVE
itâ’s unacceptable prices masks sanitizers alcohol irrationally high critical dangerous situation something done regarding issue,NEGATIVE
lidl total chaos queues long aisles cashier got go toilet met roars abuse got top asked said first person ask day working since bit sounder lads,NEGATIVE
â“are going go grocery store stock â“well got nails coronaviruspandemic,POSITIVE
new people feared possible lockdown metro manila reportedly panic-buying basic food household items help aggravate situation facing kuya daniel says,NEGATIVE
coronaviruspandemic respiratory virus need herbs boost immune system prices canadian dollars free shipping coronavirusupdate coronaoutbreak coronavirus canada canadaprmasterclass,POSITIVE
companies found selling antibacterial wipes etc extremely high prices boycotted disgraceful behaviour time like lots saying entrepreneurial load bs entrepreneurship helping also,POSITIVE
million canadians say feel food insecure due financial constraints report,NEGATIVE
corner shop couple delivering coronavirus kits need,POSITIVE
companies said took stock situation started working main alternative plans meet demand foods local coronavirus food,NEGATIVE
plus side fuel prices dropped.coronaviruspandemic coronavirus coronavirusupdate,POSITIVE
oil prices,POSITIVE
we're critical time containment necessary precaution stop shifting resources away community programming towards emergency food access services starting monday march,NEGATIVE
yâ’all need calm tf grocery store coronaviruspandemic thursdaymorning,POSITIVE
much coronavirus oil prices even global economy balance power east west h/t exactly globaleconomy cc grzanka,POSITIVE
airbnb hosts taking advantage pandemic amp charging outrages prices/cancellation fees got hit w charge night b/c literally said make money somehow i'll never use hotel would refunded money,NEGATIVE
people italy stock uk stock uo toilet lockdown uk italy,POSITIVE
schools sports canceled market job handling hundreds strangers food silverware come people working hospitalityindustry,NEGATIVE
seeking everyone's favorite proactive consumer messaging response,POSITIVE
finnish toilet paper shops like yall gonna eat build barrigades still toilet paper stores online shopping home delivery,POSITIVE
i've never supermarket many people went way accidentally touch strangely considerate experience,POSITIVE
saddest thing attendees vendors ever needed hugs itâ’s canâ’t even,NEGATIVE
underneath everyone looks like local supermarket coronavirus poison century schizoid man,NEGATIVE
bazillion times work supermarket,POSITIVE
stock food water safe folks isnâ’t deadly chance disrupt food supply chains humans nine meals away anarchy want streets time buy gun protect prepared case,POSITIVE
work small local grocery store news hit they're shutting schools three weeks please patience cashiers baggers stock people trying best keep,POSITIVE
it'll interesting see retail stores react take short term profit loss closing risk pr nightmare long term profit consumer trust loss potentially outbreak start store,POSITIVE
stock food months becuase yr old bro many,POSITIVE
coronavirus come take us interview rob wallace author big farms make big,NEGATIVE
uk government experimenting publics health save share prices cobrameeting,POSITIVE
what's positive corona helping fight climate stock markets oil prices getting flights family works done via emails distance education,NEGATIVE
supermarket central residential area brussels stayhomebelgium,POSITIVE
since corona virus iâ’ve started online clothing shopping new outfit shopping oodt fashionista coronavirus,POSITIVE
video conferencing online shopping remote work crypto e-wallets vr ebooks e-classroom digital assistants assets tokenization sto time shine organizations donâ’t offer options rethink xtz,POSITIVE
catching flights feelings prices falling y'all,NEGATIVE
flu shot would prevent coronavirus good time old folks visit doctor's offices pharmacies social distancing amp online shopping safest bet,NEGATIVE
iâ’m stuck indoors foreseeable due avoiding look online shopping think may benefit cabin fever week,NEGATIVE
got back grocery store wtf tp water iâ’ve literally gone worrying iâ’m gonna get worrying iâ’m gonna wipe ass next week scary times oh well enough hot pockets last month,NEGATIVE
seems coronavirus spread given several companies nightmare owing dropping sales grounds decided temporarily close retail stores italy till notice horror flick ever end,NEGATIVE
may based home remember online shopping amazon smile relieve boredom support wizo time coronavirus charity,POSITIVE
donâ’t go school donâ’t go sporting events donâ’t go thereâ’s crowds youâ’ll get coronavirus thereâ’s people every grocery store going avoid,NEGATIVE
going check wonder prices running amok,POSITIVE
think safe say current situation society facing going profound impact people's move towards shopping searching online businesses time get business online coronavirus,POSITIVE
instead panic buying crowded supermarkets pop local shop see need prices pretty reasonable panicbuying,POSITIVE
seattle things seem normal could drive grocery store gas station could keep appointments itâ’s better stay one less person bumping people giving picking germs every surface coronavirus,POSITIVE
poorer people country already suffering enough buying afford afford without stupid cunts stock piling food essentials decency sense pricks coronaviruspandemic,NEGATIVE
norwegian skipped dealing guys filed complaint aviation consumer protection aviation enforcement filed charge back american italy co,NEGATIVE
cryptomarket probably selling due people cashing order stock food amp supplies ride sold core holdings years trying explain psychology simplest terms,POSITIVE
went grocery store pick things people actually losing coronavirus coronaviruspandemic,NEGATIVE
queue enter local supermarket ordered somber one meter apart directed fully stocked treviso panic taking day day coronaoutbreak coronavirusupdate coronavirusitalia,NEGATIVE
alright coronavirus fuq commute fuq mandatory wfh even fuq online shopping addiction china cannot fuq,POSITIVE
corona convo supermarket called police coronavirusupdate coronaviruspandemic jamaica,POSITIVE
â“coronavirus got boomers stocking doomsday bunkers meanwhile millennials online shopping bathing suits five island trip booked spirit igens hoping schools extend spring break youthministry coronavirus,POSITIVE
airlines grounded stock market plummeting events cancelled threat food shortages like test run greennewdeal upshot carbon footprint us going look great,POSITIVE
afford consider buying extra grocery store donating local food banks donate money favorite local charity times even tighter lots,POSITIVE
best way deal announce country chosen date suspend activities one month give people time stock food supplies meds quarantine everyone home except sick people emergency,NEGATIVE
found standing aisle supermarket staring empty shelves toilets rolls soap weâ’ve seen fear politically elections shouldnâ’t surprised frenzy supermarkets coronaviruspandemic,NEGATIVE
irony everybody panic buying everybody wedged supermarket,NEGATIVE
headed grocery store afternoon stock non perishable food distraction something big coming beaware bevigilant,NEGATIVE
country gone lockdown stay safe everyone wash hands daily use hand sanitizer make sure elders spare food shops panic spree shopping left elders little food,POSITIVE
producers exploiting fear prices rises hand sanitizers masks/toilet papers/rice/canned food/beans....hackers bit late jumping party coronaoutbreak went global wh goods mad,NEGATIVE
lock india days close everything financial market stock market bank give days indians store food control later months ask work sunday control coronavirus india,POSITIVE
person stereotyped irish people laidback chill clearly stepped supermarket midst storm pandemic gonna shop coming days get need mindful others,POSITIVE
bbcqt supermarket lie comming,POSITIVE
there's massive lineups grocery stores toronto today like frills front st toronto nofrills,POSITIVE
waiting retail store e-mails start rolling â“use promo code discountâ”,POSITIVE
businessdepot team shares would suggesting business owner business affected coronavirus directly indirectly reduced consumer business confidence read smallbusiness,POSITIVE
please stop mocking folks stock food personal care products face coronavirus trump made clear doesnâ’t care wonâ’t help theyâ’re protecting families way itâ’s one small bit mastery control terrifying times,POSITIVE
went cvs couldnâ’t find water went gelsons found little water guess prices gallon usually runs wtf america seriously greed pricegouging shameonyou,NEGATIVE
every store upon hearing dearcorporate travel suspended due coronavirus next two retail retaillife,NEGATIVE
â“persecuting price gougersâ” bitcoin mining gouging video card prices gaming bitcoinmining coronavirus,NEGATIVE
happy supermarket toilet paper alternatives available today tpgate,POSITIVE
impact,POSITIVE
need stockpile toilet paper doesnâ’t kill tylenol ibuprofen gatorade juice soup food stock help quarantined coronaviruspandemic,NEGATIVE
sephora free shipping online end march bc ppl probably comfortable shopping online instead stores due,POSITIVE
emptied shelves bog roll pasta left jars sauces tinned foods frozen foods every non perishable,NEGATIVE
movie remind coronavirus part contagion legend world war z days later contagion iamlegend worldwarz coronaviruspandemic coronaoutbreak coronavirus,NEGATIVE
reached local facebook group try help pop shops etc people elderly self isolating coronavirus many wonâ’t online would make things worse taking people contaminated shopping anyone tips guidance,POSITIVE
"many hotels mumbai usin diluted liquid soap detergent powder etc substitute undiluted liquid soap much ask good hygiene practices,as consumer densely populated metro like mumbai cost cutting",POSITIVE
yet supermarket employees still go work helloooo us,POSITIVE
returned grocery store shelves half-empty toilet paper ground beef cleaning supplies lines middle aisles registers open going get nuts coronavirusupdate coronaviruspandemic,NEGATIVE
turkey food prices increased outbreak unknown clear information provided authorities,POSITIVE
dear know real world markets crash buyers close control prices avoid disaster specially anticipated coronaviruspandemic lockdown,NEGATIVE
popped supermarket earlier stock piling feel iâ’m missing peerpressure coronavirusoutbreak,NEGATIVE
watching talk people staying home symptoms....i got served today someone supermarket stop coughing...people could hear managers must heard people wont stay home unless forced people need money,NEGATIVE
iâ’m seriously confused like stock food today going lockdown someone plz explain,NEGATIVE
ireland lockdown school/collage closed today everyone panic buying supermarket shelfs empty amp im one bit worried bout canceleverything,NEGATIVE
things talk besides st patties online shopping book ur song get lunch,POSITIVE
hey everybody lower gas prices like tax cut dumbest man oh wait canâ’t itâ’s poison greed coronaviruspandemic,NEGATIVE
think uk closed schools many kids would go food meal school one get family's can't afford food school escape domestic abuse home virus still slow uk lets panic,NEGATIVE
wholesale supermarket owners jamaica jamaica,POSITIVE
grocery store lines literally wrapping around giant superstore windsor canada afternoon,POSITIVE
poland getting crazy everyone thinks close every grocery store coming days thought panic viral joke yet saw today itâ’s,NEGATIVE
son_da_g lol hoarding toilet paper like food resetting incomes sure stock market hitting pockets amp balancing scales thing living poverty can't fall much hurt much,POSITIVE
market plunged points failed agreement saudi arabia russia caused global oil prices plunge hit record low recession predicted coronaviruspandemic lockdown coronavirus corona,NEGATIVE
catch online shopping season,POSITIVE
get us test kits start reporting accurate numbers community believes one case havenâ’t tested enough people already affecting san diego grocery store today sounded like infirm,POSITIVE
went groceries today post-nights cause genuinely food home literally thought thereâ’ll less people supermarket working hours little know wrong,NEGATIVE
bought go grocery store wish luck,POSITIVE
victoriaâ’s health department advising anyone might coronavirus prepare stock essential items supermarket coronavirus coronaoutbreak coronaviruspandemic,POSITIVE
everybody feel compelled share supermarket empty shelves stories think stage get,POSITIVE
hope grannyâ’s nurse doesnâ’t end grocery store behind year olds saying â“coronavirus canâ’t get iâ’m still traveling everywhere.â” canceleverything coronaoutbreak,POSITIVE
really weird go supermarket wait line get see people wearing masks gloves looks like beginning apocalypse,POSITIVE
coronaviruspandemic help online grocery shopping break germany free delivery slots next two weeks area supermarkt disruption ecommerce delivery,POSITIVE
russia dropping oil prices screw u.s drilling amp fracking china dumps wuflu u.s hopes dismantle economy forget trump said better deal us elections bad xi china coronavirus trump,NEGATIVE
europe travel ban tv series stopping filming nba suspending season corona coronavirus coronavirusoutbreak idk made light people going crazy grocery store i'm starting think im gonna stock food toilet paper tho least bad like,NEGATIVE
ph si duterte sa possible lockdown daw ng mga provinces atleast two confirmed cases class suspensions april sure much possible stock food supplies incase,NEGATIVE
went grocery store bagel greater l.a area amp lines long shelves emptying quickly people panic buying amp hoarding full carts coronapocalypse,NEGATIVE
economic social amp emotional impact uk disastrous especially small independent micro business owners shopping eating drinking please choose indie chains amp home please order online,POSITIVE
psa can't find wipes tp hand sanitizer local grocery store try lil local corner liquor stores much ppl typically going buy find,POSITIVE
one earliest ones tweeting alerting go people still denial mode itâ’s late prepare many aspects would tell people stock food wonâ’t go away without burning population wuhanvirus,POSITIVE
day self-quarantined enough supplies food amp water last weeks may months without interact anyone outside wait pandemic local grocery store craving snickers,POSITIVE
"need panic understand stoking need least days worth food sanitary materials medicine resources everyone safe nobody ethiopia coronainethiopia bole,now",NEGATIVE
call demand congress pass bill free testing days paid sick leave months paid family leave expanded unemployment insurance food security medicaid funds,NEGATIVE
head grocery store(because every friday actually need stuff i'm kinda scared,NEGATIVE
none fuckers superstore grocery store,POSITIVE
coronaviruspandemic going bad couple weeks people w anxiety&amp;those germaphobes..just trying go supermarket coronaoutbreak,NEGATIVE
anyone else noticed petrol diesel prices dropped since coronavirus outbreak missing another reason,NEGATIVE
absolutely outrageous hear companies preying people fears hard times hiking price hand sanitiser soap stock home please consider giving local food bank,POSITIVE
apparently someone left delivery note asking knock door leave food outside door leave people really full panic mode,NEGATIVE
imagine what's going happen consumer credit w/hundreds millions american card holders furloughed coronavirus choosing credit card bill last mask last lb bag rice going easy reflexive choice consumers,POSITIVE
many idahoans tested date many new test kits see ea week hi-risk people exposure amp symptoms dismissed cdh staff reading script korea tests total u.s date,NEGATIVE
i'm selling e-toilet dm's toiletpapercrisis,POSITIVE
work retail book+gift store im really hoping sales i'm hoping people pretending isnt thing isnt important think go work unnecessary even ended sick stay home,POSITIVE
co ro na coming together lower gas prices close schools cause state emergencies main topic discussion coronavirus,NEGATIVE
shout man front grocery store getting version coronavirus provisions bottles wine three frozen pizzas giant bag m&amp;ms big bag chips cigarettes big pack endtimes,POSITIVE
mixed advice stock food amp essentials take cash banks banks soon shutdown alternative currency ei bitcoin xrp physical gold silver follow high amp twitter youtube latest news get vitamin amp chaga,POSITIVE
grocery storeâ’s food eated soap donâ’t eat bc didnâ’t,NEGATIVE
jesus christ y'all leave goddamned food shit tickets get grocery store tonight coronavirus,NEGATIVE
opinion mad hell easily panicked whole world flu held hostage intense propaganda pushed agenda schools closed events cancelled stock market declined toilet paper food shortages etc,NEGATIVE
please leave poor retail worker alone wish could put list items stock front people give looks tell get truck week stop low-volume office supply store,NEGATIVE
california prices dropped use safeway club card going pay much less paid,NEGATIVE
corona strikes market shaking prices orders purchase crude oil fill reserves fridaymotivation,NEGATIVE
ensure stock food amp supplies there's possibility country may shut amp places quarantine due live internationally ie usa schools already shit due virus scares even contracted,NEGATIVE
news avoid crowded people jam packed one grocery helping problem coronaoutbreak,NEGATIVE
well done postponing footy matches april april due coronavirus markets lowest public stock piling food sport cancelled new cases today uk think worst,NEGATIVE
local grocery store,POSITIVE
"getting ready go work grocery store coronavirus boomin people psycho 
coronavirus lockdown coronaoutbreak",POSITIVE
that's line front supermarket neighborhood said let people inside time sofia bulgaria coronaoutbreak,POSITIVE
attacks seriously damage economy well asâ consumer confidence.â the later destructive activity calledâ agrobioterrorismâ and subtype,NEGATIVE
infographics help put things perspective seriously go buy shit bulk avoid chinese food panic coronaviruspandemic,NEGATIVE
grocery store toilet paper think people freaking buying toilet paper afraid quarantined coronavirus wuhanvirus coronaviruspandemic,NEGATIVE
dont forget polite others especially people working grocery store right theyre working asses quarantineandchill stateofemergency lockdown nationalemergency coronaoutbreak fridaythoughts,POSITIVE
wow time come kindergartens amp schools closed monday april corona far italy situation anymore going lot stock shopping today canned food frozen food drinks toilet paper,POSITIVE
coronavirus nieuw woord geleerd statistieken stalkers also agreed non-stalkers statement important stock water food toilet paper prepare virus outbreak,POSITIVE
wow even expensive meat gone supermarket packed disifectant gone,POSITIVE
weekly shop queueing back still able get everything need country full cnuts,POSITIVE
saw obnoxious italian tourist facetimeing friends supermarket mumbling â“look america thereâ’s toilet paper everyone looking like â“italians guys uh ohâ”,POSITIVE
would thought going grocery store exciting thing ever flattenthecurve quarantine,POSITIVE
nc attorney general says far heâ’s received price gouging complaints half related groceries followed hand sanitizer cleaning products coronavirus wtvd,POSITIVE
corona pandemic disrupting world right part solution daretobe,POSITIVE
hits oil producer states hard coupled oilprice war pandemic amounts perfect storm prices free fall whoâ’s barrel quick thread oott,POSITIVE
us crude prices fall low coronavirus spreads,NEGATIVE
u.s broad based indices due looming recession stemming coronavirus estimated hit consumer spending eps potential cuts dividends credit events fixed income gdp contracting,NEGATIVE
community calling stop panic buying leave enough food people society,NEGATIVE
shop normal give supermarkets chance replenish panic buying make difficult times easier everyone stoppanicbuying coronavirus,NEGATIVE
according mariano's employee got work bus fight broke grocery store glass broken stay safe y'all coronavirus,NEGATIVE
empty grocery shelves new norm iâ’m thinking cashiers amp stockers risking exposure access food social distancing option take care emergency relief fund,POSITIVE
people make restaurant patrons many comfortable delivery apps adapt call-in take service check cure restaurants reaching older diners via food business marketing,POSITIVE
well done putting call prices people isolation need chat phone ever shame shameonyou coronavirus,NEGATIVE
impact us vs seattle,POSITIVE
looking check direct deposit gov read first,POSITIVE
went grocery store flour gone flour hoarders gonna baking bread,POSITIVE
right done telephone list emergency numbers think right areas like taxis pubs restaurants food deliveries petrolstations ring see petrol stock also funeral companies case could coronavirus,POSITIVE
stubborn uncaring giving limited ability cancel/postpone bookings told postpone pay extra future bookings much higher daylight robbery???badcustomerservice business,NEGATIVE
agree appalling putting customers heart business loyalty platinum customer furious must rethink business consumer badcustomerservice coronavirus,NEGATIVE
food banks thx give people need expect sharp increase demand pro amazing value money example usd pays meals,POSITIVE
reason people stock pile theyâ’re scared food scarce future emptying supermarket shelves faster supply chain restock cause shortage food creating thing trying prevent coronavirus,NEGATIVE
users app food stamp recipients hard-hit coronavirus crisis here's founder say means customers socents amp world impact series conversations impact leaders,NEGATIVE
economic news focused stock market corporate giants real impact working poor including hourly jobs service amp hospitality sectors whose jobs rely robust consumer spending let focus,NEGATIVE
damn straight janitors grocery store personnel truck drivers cleaning crews medical professionals true world thanks jobs,POSITIVE
today's sentieo blog post vp product arib rahman looked consumer interest paint accurate picture global population thinking alternativedata pandemic consumerinsights,POSITIVE
telstra giving consumer small business customers additional data well offering unlimited home phone calls pensioners want help customers find work home stay connected,POSITIVE
stop fucking panic buying food idiots coronavirus,NEGATIVE
asked posts robberies grocery store parking lots subjects offering test going door door neighborhoods time received reports incidents locally,POSITIVE
humanity best please woman helped elderly couple get food scared go crowded grocery store outbreak proving even dark times kindness prevails,POSITIVE
maybe might reduce prices people watch love world see football nothing without fans,POSITIVE
fear panic quarantine measure heavily impact consumer spending canceled flights closed stores social distancing expected result drop transaction volume levels economy,NEGATIVE
"see services fiverr best prices quality work hope surely like professional website 
redesign wix 
californialockdown oprahwinfrey coronavirusoutbreak",POSITIVE
turns important jobs bankers brokers hedge fund managers doctors nurses hospital porters a&amp;e adminstrators bin men teachers carers superarket shelf stackers,POSITIVE
oil price benchmarks plummeting low prices mainly due spreading termination time opec failed agree possible extension production cut along increase million bbls/day,NEGATIVE
keep coronavirus wash hands soap touch face stay home watch movies something order food take disease seriously panic,NEGATIVE
note area fireworks fireworks retailers considered non-essential businesses retail closed customers please contact store info day scheduled planned april,POSITIVE
early nobel peace prize store,POSITIVE
saudi_arabia cuts budget expenditure tackle coronavirus lower oil,NEGATIVE
hit us home prices inevitable severity depends coronavirus lifespan impact jobs despite lowest mortgage rates history people losing jobs droves demand collapses foreclosures rise rapidly within months realestate,NEGATIVE
impossible get groceries means might risk going put risk,NEGATIVE
foodpantry hrs aia week supplies amp supplies last closed grocery bags available outside pantries coronavirus feedamerica,POSITIVE
almost desert supermarket many empty shelves quarentena,NEGATIVE
consumer durables firms stare uncertain future rising taxation disruption supply demand several factors affected fortunes bs reports,NEGATIVE
panic canada robust food supply chain say experts,NEGATIVE
cure restaurants reaching older diners foodservice coronavirus,POSITIVE
human savagery always stalking civilization world ripe totalitarian government barbarism putin dreams rise fears trigger personal safety concerns via,NEGATIVE
"coronavirus store,bless amp workers still behind counters,cash registers amp stock including truck drivers,trying best,we can't thank enough trucking retail business business usual businessasusual",POSITIVE
i'm officially calling bs movies i've seen full grocery store pandemic toilet paper becoming currency i'm calling coronavirus,POSITIVE
top-level look pandemic affecting audience consumer behavior across platforms,POSITIVE
justify prices calpol big price increase talk caring local community coronavirusoutbreak coronavirus,POSITIVE
live suppliers increased prices local shops selli,POSITIVE
came another shop work vulnerable people isolation patch isnâ’t supermarketâ’s fault selfish people panicbuying volunteers ground canâ’t help vulnerable,NEGATIVE
kill people economically rather medically gov needs take acute measures support citizens crises atleast start reducing prices oil groceries cutting prices utility bills abolish,NEGATIVE
peak austin food co-op tofu flying shelves amid coronavirus panic manager market tells,NEGATIVE
going grocery store put real crunchy mood smh...people damn inconsiderate....coronavirus nofood limitedsupplies,NEGATIVE
one thing nielsen gonna get consumer data dive time help brainstorming opportunities marketing language shift funnels text yes,POSITIVE
